time,latitude,longitude,wind_dir,wind_spd,gust,wave_height,dominant_wpd,average_wpd,mean_wave_dir,air_pressure,air_temperature,sea_surface_temperature
2019-08-24 04:50:00,40.250999450683594,-73.16400146484375,359.0,8.2,9.9,0.87,0 days 00:00:06.670000076,0 days 00:00:03.829999924,181.0,1016.8,22.1,23.2
2019-08-24 05:50:00,40.250999450683594,-73.16400146484375,8.0,8.9,10.9,0.93,0 days 00:00:07.139999866,0 days 00:00:03.710000038,174.0,1016.6,21.7,23.1
2019-08-24 06:50:00,40.250999450683594,-73.16400146484375,31.0,9.9,11.8,0.98,0 days 00:00:03.700000048,0 days 00:00:03.670000076,353.0,1016.8,21.7,22.9
2019-08-24 07:50:00,40.250999450683594,-73.16400146484375,40.0,9.2,10.6,1.03,0 days 00:00:03.849999905,0 days 00:00:03.720000029,13.0,1017.2,21.6,22.8
2019-08-24 08:50:00,40.250999450683594,-73.16400146484375,35.0,10.4,11.7,0.96,0 days 00:00:03.700000048,0 days 00:00:03.559999943,21.0,1017.6,21.1,22.8
2019-08-24 09:50:00,40.250999450683594,-73.16400146484375,32.0,9.3,11.1,1.22,0 days 00:00:04.170000076,0 days 00:00:03.869999886,45.0,1018.4,20.7,22.6
2019-08-24 10:50:00,40.250999450683594,-73.16400146484375,24.0,9.7,11.1,1.34,0 days 00:00:05,0 days 00:00:04.099999905,71.0,1019.2,20.6,22.5
2019-08-24 11:50:00,40.250999450683594,-73.16400146484375,22.0,9.8,11.3,1.27,0 days 00:00:04.760000229,0 days 00:00:04.130000114,64.0,1019.9,20.4,22.5
2019-08-24 12:50:00,40.250999450683594,-73.16400146484375,26.0,8.8,10.4,1.34,0 days 00:00:05.260000229,0 days 00:00:04.260000229,68.0,1020.5,20.3,22.2
2019-08-24 13:50:00,40.250999450683594,-73.16400146484375,24.0,7.3,8.6,1.16,0 days 00:00:05.559999943,0 days 00:00:04.110000134,78.0,1021.1,20.3,21.9
2019-08-24 14:50:00,40.250999450683594,-73.16400146484375,10.0,6.3,7.6,1.22,0 days 00:00:05.559999943,0 days 00:00:04.329999924,75.0,1021.2,20.5,21.8
2019-08-24 15:50:00,40.250999450683594,-73.16400146484375,9.0,5.0,6.1,1.08,0 days 00:00:05.559999943,0 days 00:00:04.420000076,66.0,1021.3,20.7,21.8
2019-08-24 16:50:00,40.250999450683594,-73.16400146484375,9.0,5.2,6.4,0.98,0 days 00:00:05.880000114,0 days 00:00:04.409999847,70.0,1021.3,21.1,21.7
2019-08-24 17:50:00,40.250999450683594,-73.16400146484375,15.0,4.2,5.1,0.86,0 days 00:00:05.260000229,0 days 00:00:04.250000,55.0,1021.5,21.2,21.9
2019-08-24 18:50:00,40.250999450683594,-73.16400146484375,13.0,3.9,5.1,0.87,0 days 00:00:06.250000,0 days 00:00:04.380000114,70.0,1021.4,21.3,22.1
2019-08-24 19:50:00,40.250999450683594,-73.16400146484375,41.0,3.2,4.3,0.84,0 days 00:00:05.260000229,0 days 00:00:04.489999771,57.0,1021.3,21.4,22.2
2019-08-24 20:50:00,40.250999450683594,-73.16400146484375,65.0,2.8,3.6,0.75,0 days 00:00:05.559999943,0 days 00:00:04.360000134,66.0,1021.7,21.5,22.2
2019-08-24 21:50:00,40.250999450683594,-73.16400146484375,79.0,3.3,4.1,0.7,0 days 00:00:06.250000,0 days 00:00:04.449999809,118.0,1021.9,21.5,22.2
2019-08-24 22:50:00,40.250999450683594,-73.16400146484375,77.0,3.9,4.9,0.65,0 days 00:00:05.559999943,0 days 00:00:04.510000229,97.0,1022.0,21.4,22.2
2019-08-24 23:50:00,40.250999450683594,-73.16400146484375,78.0,4.5,5.1,0.54,0 days 00:00:06.670000076,0 days 00:00:04.309999943,156.0,1022.4,21.4,22.1
2019-08-25 00:50:00,40.250999450683594,-73.16400146484375,71.0,5.8,6.8,0.56,0 days 00:00:04.760000229,0 days 00:00:04.130000114,79.0,1022.9,21.7,22.1
2019-08-25 01:50:00,40.250999450683594,-73.16400146484375,67.0,5.8,7.0,0.64,0 days 00:00:04.550000191,0 days 00:00:03.750000,79.0,1023.2,21.8,22.1
2019-08-25 02:50:00,40.250999450683594,-73.16400146484375,49.0,7.9,9.6,0.66,0 days 00:00:04.760000229,0 days 00:00:03.720000029,79.0,1023.4,21.5,22.1
2019-08-25 03:50:00,40.250999450683594,-73.16400146484375,58.0,9.6,11.3,0.9,0 days 00:00:03.700000048,0 days 00:00:03.509999989,75.0,1023.3,21.3,22.1
2019-08-25 04:50:00,40.250999450683594,-73.16400146484375,60.0,9.8,12.3,1.26,0 days 00:00:04.349999905,0 days 00:00:03.920000076,71.0,1023.2,21.0,21.9
2019-08-25 05:50:00,40.250999450683594,-73.16400146484375,60.0,10.7,12.8,1.4,0 days 00:00:05.260000229,0 days 00:00:04.019999981,71.0,1022.4,20.5,21.7
2019-08-25 06:50:00,40.250999450683594,-73.16400146484375,59.0,10.8,13.6,1.57,0 days 00:00:05,0 days 00:00:04.110000134,72.0,1022.0,20.3,21.4
2019-08-25 07:50:00,40.250999450683594,-73.16400146484375,62.0,10.2,11.8,1.64,0 days 00:00:05.559999943,0 days 00:00:04.369999886,76.0,1022.2,20.5,21.0
2019-08-25 08:50:00,40.250999450683594,-73.16400146484375,49.0,9.7,11.8,1.67,0 days 00:00:05.880000114,0 days 00:00:04.469999790,74.0,1022.2,19.9,20.7
2019-08-25 09:50:00,40.250999450683594,-73.16400146484375,40.0,10.2,12.3,1.72,0 days 00:00:05.559999943,0 days 00:00:04.690000057,64.0,1022.3,19.3,20.6
2019-08-25 10:50:00,40.250999450683594,-73.16400146484375,39.0,10.9,13.0,1.64,0 days 00:00:06.250000,0 days 00:00:04.750000,71.0,1022.6,19.3,20.8
2019-08-25 11:50:00,40.250999450683594,-73.16400146484375,39.0,11.0,13.0,1.8,0 days 00:00:06.250000,0 days 00:00:04.900000095,65.0,1022.9,19.4,21.0
2019-08-25 12:50:00,40.250999450683594,-73.16400146484375,39.0,10.9,12.8,2.0,0 days 00:00:06.670000076,0 days 00:00:05.119999886,65.0,1023.2,19.3,21.1
2019-08-25 13:50:00,40.250999450683594,-73.16400146484375,36.0,10.4,12.3,1.93,0 days 00:00:06.670000076,0 days 00:00:05.179999828,72.0,1023.4,19.4,21.1
2019-08-25 14:50:00,40.250999450683594,-73.16400146484375,38.0,9.6,11.4,1.96,0 days 00:00:06.250000,0 days 00:00:05.059999943,79.0,1023.8,19.7,21.2
2019-08-25 15:50:00,40.250999450683594,-73.16400146484375,45.0,10.4,12.5,2.11,0 days 00:00:06.250000,0 days 00:00:05.239999771,65.0,1023.7,20.0,21.2
2019-08-25 16:50:00,40.250999450683594,-73.16400146484375,49.0,11.5,13.5,2.11,0 days 00:00:06.670000076,0 days 00:00:05.150000095,80.0,1023.3,20.3,21.1
2019-08-25 17:50:00,40.250999450683594,-73.16400146484375,48.0,11.1,13.7,1.97,0 days 00:00:06.250000,0 days 00:00:04.920000076,65.0,1023.0,20.5,21.0
2019-08-25 18:50:00,40.250999450683594,-73.16400146484375,53.0,11.8,14.2,2.19,0 days 00:00:06.670000076,0 days 00:00:05.159999847,73.0,1022.6,20.6,21.0
2019-08-25 19:50:00,40.250999450683594,-73.16400146484375,54.0,12.3,14.9,2.19,0 days 00:00:06.670000076,0 days 00:00:05.050000191,72.0,1022.3,20.4,20.9
2019-08-25 20:50:00,40.250999450683594,-73.16400146484375,54.0,12.2,14.5,2.18,0 days 00:00:07.139999866,0 days 00:00:05.130000114,74.0,1021.9,20.7,20.9
2019-08-25 21:50:00,40.250999450683594,-73.16400146484375,61.0,12.4,14.5,2.26,0 days 00:00:06.670000076,0 days 00:00:05,80.0,1021.8,20.7,20.9
2019-08-25 22:50:00,40.250999450683594,-73.16400146484375,57.0,11.7,14.5,2.51,0 days 00:00:07.139999866,0 days 00:00:05.440000057,85.0,1022.0,20.4,20.8
2019-08-25 23:50:00,40.250999450683594,-73.16400146484375,57.0,11.9,14.2,2.63,0 days 00:00:07.690000057,0 days 00:00:05.670000076,87.0,1022.2,20.3,20.8
2019-08-26 00:50:00,40.250999450683594,-73.16400146484375,52.0,11.3,13.5,2.6,0 days 00:00:08.329999924,0 days 00:00:05.719999790,89.0,1022.7,20.2,20.7
2019-08-26 01:50:00,40.250999450683594,-73.16400146484375,50.0,11.1,13.4,2.82,0 days 00:00:07.139999866,0 days 00:00:05.840000153,82.0,1022.5,20.0,20.8
2019-08-26 02:50:00,40.250999450683594,-73.16400146484375,44.0,10.7,12.5,2.66,0 days 00:00:07.690000057,0 days 00:00:05.829999924,87.0,1022.6,19.7,20.6
2019-08-26 03:50:00,40.250999450683594,-73.16400146484375,44.0,10.6,12.9,2.55,0 days 00:00:07.690000057,0 days 00:00:05.719999790,94.0,1022.3,19.3,20.6
2019-08-26 04:50:00,40.250999450683594,-73.16400146484375,41.0,9.9,11.8,2.62,0 days 00:00:07.139999866,0 days 00:00:05.780000210,84.0,1022.4,19.1,20.5
2019-08-26 05:50:00,40.250999450683594,-73.16400146484375,39.0,9.9,11.4,2.34,0 days 00:00:07.690000057,0 days 00:00:05.739999771,86.0,1021.8,18.8,20.3
2019-08-26 06:50:00,40.250999450683594,-73.16400146484375,45.0,9.0,10.7,2.4,0 days 00:00:07.139999866,0 days 00:00:05.880000114,78.0,1021.7,18.9,20.2
2019-08-26 07:50:00,40.250999450683594,-73.16400146484375,42.0,9.2,10.9,2.3,0 days 00:00:08.329999924,0 days 00:00:05.679999828,80.0,1021.3,19.1,20.2
2019-08-26 08:50:00,40.250999450683594,-73.16400146484375,44.0,9.0,11.1,2.17,0 days 00:00:07.139999866,0 days 00:00:05.559999943,88.0,1021.2,19.1,20.1
2019-08-26 09:50:00,40.250999450683594,-73.16400146484375,43.0,9.1,10.8,2.07,0 days 00:00:07.139999866,0 days 00:00:05.440000057,81.0,1021.5,18.6,20.1
2019-08-26 10:50:00,40.250999450683594,-73.16400146484375,33.0,9.5,12.3,2.09,0 days 00:00:08.329999924,0 days 00:00:05.519999981,91.0,1021.8,18.4,20.2
2019-08-26 11:50:00,40.250999450683594,-73.16400146484375,27.0,8.5,10.3,2.07,0 days 00:00:07.690000057,0 days 00:00:05.480000019,82.0,1022.4,18.3,20.2
2019-08-26 12:50:00,40.250999450683594,-73.16400146484375,30.0,8.5,10.2,2.01,0 days 00:00:07.690000057,0 days 00:00:05.440000057,88.0,1022.6,18.0,20.2
2019-08-26 13:50:00,40.250999450683594,-73.16400146484375,41.0,8.6,10.4,2.12,0 days 00:00:07.690000057,0 days 00:00:05.610000134,80.0,1022.5,18.2,20.3
2019-08-26 14:50:00,40.250999450683594,-73.16400146484375,41.0,8.8,10.3,1.9,0 days 00:00:07.690000057,0 days 00:00:05.360000134,91.0,1022.4,18.5,20.4
2019-08-26 15:50:00,40.250999450683594,-73.16400146484375,40.0,8.4,10.0,2.02,0 days 00:00:07.690000057,0 days 00:00:05.309999943,86.0,1022.5,19.0,20.5
2019-08-26 16:50:00,40.250999450683594,-73.16400146484375,50.0,8.2,9.9,1.96,0 days 00:00:06.250000,0 days 00:00:05.190000057,80.0,1022.4,19.3,20.7
2019-08-26 17:50:00,40.250999450683594,-73.16400146484375,39.0,7.5,8.8,1.89,0 days 00:00:06.670000076,0 days 00:00:05.210000038,90.0,1022.4,19.6,20.8
2019-08-26 18:50:00,40.250999450683594,-73.16400146484375,46.0,8.5,10.1,1.78,0 days 00:00:07.690000057,0 days 00:00:05.070000172,96.0,1021.6,19.9,20.8
2019-08-26 19:50:00,40.250999450683594,-73.16400146484375,51.0,9.1,11.0,1.68,0 days 00:00:06.670000076,0 days 00:00:05.059999943,82.0,1021.1,20.1,20.9
2019-08-26 20:50:00,40.250999450683594,-73.16400146484375,65.0,8.6,10.3,1.8,0 days 00:00:06.670000076,0 days 00:00:05.190000057,84.0,1020.8,20.4,20.9
2019-08-26 21:50:00,40.250999450683594,-73.16400146484375,61.0,9.5,11.3,1.76,0 days 00:00:06.670000076,0 days 00:00:05.059999943,85.0,1020.1,20.4,20.9
2019-08-26 22:50:00,40.250999450683594,-73.16400146484375,65.0,7.8,9.2,1.81,0 days 00:00:06.670000076,0 days 00:00:05.349999905,86.0,1020.2,20.5,20.9
2019-08-26 23:50:00,40.250999450683594,-73.16400146484375,65.0,7.0,8.5,1.82,0 days 00:00:07.139999866,0 days 00:00:05.469999790,84.0,1020.2,20.6,20.9
2019-08-27 00:50:00,40.250999450683594,-73.16400146484375,71.0,7.2,8.6,1.79,0 days 00:00:07.690000057,0 days 00:00:05.429999828,99.0,1020.6,20.7,20.8
2019-08-27 01:50:00,40.250999450683594,-73.16400146484375,83.0,6.6,7.8,1.73,0 days 00:00:08.329999924,0 days 00:00:05.539999962,88.0,1020.9,20.7,20.8
2019-08-27 02:50:00,40.250999450683594,-73.16400146484375,90.0,6.3,7.8,1.75,0 days 00:00:07.690000057,0 days 00:00:05.590000153,87.0,1020.9,20.5,20.7
2019-08-27 03:50:00,40.250999450683594,-73.16400146484375,88.0,6.6,7.9,1.85,0 days 00:00:07.139999866,0 days 00:00:05.820000172,92.0,1020.7,20.5,20.7
2019-08-27 04:50:00,40.250999450683594,-73.16400146484375,87.0,5.5,6.8,1.96,0 days 00:00:07.139999866,0 days 00:00:05.929999828,83.0,1020.5,20.4,20.7
2019-08-27 05:50:00,40.250999450683594,-73.16400146484375,85.0,4.5,5.7,1.79,0 days 00:00:07.690000057,0 days 00:00:05.780000210,82.0,1020.0,20.2,20.7
2019-08-27 06:50:00,40.250999450683594,-73.16400146484375,87.0,4.9,6.0,1.8,0 days 00:00:07.139999866,0 days 00:00:05.920000076,83.0,1019.6,20.1,20.7
2019-08-27 07:50:00,40.250999450683594,-73.16400146484375,82.0,5.1,6.6,1.74,0 days 00:00:07.139999866,0 days 00:00:05.630000114,80.0,1019.3,19.9,20.7
2019-08-27 08:50:00,40.250999450683594,-73.16400146484375,84.0,5.7,7.1,1.7,0 days 00:00:07.690000057,0 days 00:00:05.760000229,91.0,1018.7,19.7,20.7
2019-08-27 09:50:00,40.250999450683594,-73.16400146484375,87.0,5.0,6.0,1.63,0 days 00:00:06.670000076,0 days 00:00:05.769999981,89.0,1018.6,19.6,20.6
2019-08-27 10:50:00,40.250999450683594,-73.16400146484375,84.0,4.5,5.5,1.54,0 days 00:00:10,0 days 00:00:05.710000038,70.0,1018.8,19.5,20.6
2019-08-27 11:50:00,40.250999450683594,-73.16400146484375,90.0,5.7,7.0,1.55,0 days 00:00:10,0 days 00:00:05.920000076,99.0,1018.8,19.7,20.6
2019-08-27 12:50:00,40.250999450683594,-73.16400146484375,85.0,5.0,6.3,1.48,0 days 00:00:10,0 days 00:00:05.980000019,99.0,1019.4,19.9,20.7
2019-08-27 13:50:00,40.250999450683594,-73.16400146484375,86.0,4.7,5.9,1.55,0 days 00:00:10,0 days 00:00:06.050000191,104.0,1019.4,20.0,20.7
2019-08-27 14:50:00,40.250999450683594,-73.16400146484375,79.0,5.3,6.3,1.44,0 days 00:00:10,0 days 00:00:05.829999924,115.0,1019.2,20.0,20.8
2019-08-27 15:50:00,40.250999450683594,-73.16400146484375,93.0,5.2,6.2,1.4,0 days 00:00:10.810000420,0 days 00:00:05.800000191,93.0,1018.9,20.1,20.9
2019-08-27 16:50:00,40.250999450683594,-73.16400146484375,95.0,5.7,6.6,1.45,0 days 00:00:10,0 days 00:00:05.920000076,78.0,1018.2,20.1,20.9
2019-08-27 17:50:00,40.250999450683594,-73.16400146484375,84.0,5.4,6.5,1.4,0 days 00:00:09.090000153,0 days 00:00:05.690000057,96.0,1017.7,20.2,20.9
2019-08-27 18:50:00,40.250999450683594,-73.16400146484375,83.0,5.1,6.3,1.33,0 days 00:00:11.430000305,0 days 00:00:05.570000172,82.0,1017.4,20.2,21.0
2019-08-27 19:50:00,40.250999450683594,-73.16400146484375,93.0,4.7,5.7,1.34,0 days 00:00:10,0 days 00:00:05.860000134,93.0,1016.9,20.2,21.0
2019-08-27 20:50:00,40.250999450683594,-73.16400146484375,94.0,4.7,5.7,1.38,0 days 00:00:10.810000420,0 days 00:00:05.949999809,89.0,1016.9,20.3,21.0
2019-08-27 21:50:00,40.250999450683594,-73.16400146484375,82.0,5.2,6.4,1.38,0 days 00:00:11.430000305,0 days 00:00:06.070000172,80.0,1016.7,20.4,21.0
2019-08-27 22:50:00,40.250999450683594,-73.16400146484375,90.0,5.9,6.8,1.32,0 days 00:00:11.430000305,0 days 00:00:05.949999809,85.0,1016.0,20.5,21.0
2019-08-27 23:50:00,40.250999450683594,-73.16400146484375,93.0,6.3,7.3,1.34,0 days 00:00:11.430000305,0 days 00:00:06.090000153,92.0,1016.0,20.7,20.9
2019-08-28 00:50:00,40.250999450683594,-73.16400146484375,95.0,5.5,6.7,1.2,0 days 00:00:10.810000420,0 days 00:00:05.650000095,109.0,1016.5,21.1,20.9
2019-08-28 01:50:00,40.250999450683594,-73.16400146484375,106.0,4.8,6.0,1.22,0 days 00:00:11.430000305,0 days 00:00:05.650000095,90.0,1016.6,21.2,20.8
2019-08-28 02:50:00,40.250999450683594,-73.16400146484375,112.0,4.5,5.3,1.16,0 days 00:00:09.090000153,0 days 00:00:05.610000134,92.0,1016.6,21.3,20.8
2019-08-28 03:50:00,40.250999450683594,-73.16400146484375,97.0,3.4,4.1,1.16,0 days 00:00:10.810000420,0 days 00:00:05.659999847,89.0,1016.5,21.4,20.9
2019-08-28 04:50:00,40.250999450683594,-73.16400146484375,82.0,3.6,4.4,1.16,0 days 00:00:10,0 days 00:00:05.840000153,117.0,1015.8,21.4,20.9
2019-08-28 05:50:00,40.250999450683594,-73.16400146484375,103.0,4.5,5.9,1.2,0 days 00:00:10.810000420,0 days 00:00:06.010000229,106.0,1015.1,21.4,20.9
2019-08-28 06:50:00,40.250999450683594,-73.16400146484375,94.0,1.0,1.6,1.15,0 days 00:00:10.810000420,0 days 00:00:05.659999847,102.0,1015.2,21.5,21.0
2019-08-28 07:50:00,40.250999450683594,-73.16400146484375,82.0,5.1,6.0,1.12,0 days 00:00:10.810000420,0 days 00:00:05.750000,98.0,1014.0,19.3,21.0
2019-08-28 08:50:00,40.250999450683594,-73.16400146484375,41.0,3.5,4.3,1.09,0 days 00:00:10,0 days 00:00:05.880000114,101.0,1013.4,20.4,20.9
2019-08-28 09:50:00,40.250999450683594,-73.16400146484375,55.0,4.8,5.5,1.07,0 days 00:00:08.329999924,0 days 00:00:05.750000,106.0,1013.2,20.8,21.0
2019-08-28 10:50:00,40.250999450683594,-73.16400146484375,56.0,5.3,6.5,1.04,0 days 00:00:10,0 days 00:00:05.780000210,96.0,1013.6,21.4,21.0
2019-08-28 11:50:00,40.250999450683594,-73.16400146484375,55.0,5.8,7.4,1.12,0 days 00:00:10,0 days 00:00:05.710000038,111.0,1013.4,21.3,21.0
2019-08-28 12:50:00,40.250999450683594,-73.16400146484375,32.0,6.5,7.6,1.11,0 days 00:00:10,0 days 00:00:05.550000191,96.0,1012.5,20.5,21.0
2019-08-28 13:50:00,40.250999450683594,-73.16400146484375,37.0,7.9,9.4,1.12,0 days 00:00:09.090000153,0 days 00:00:05.409999847,112.0,1012.2,21.1,21.0
2019-08-28 14:50:00,40.250999450683594,-73.16400146484375,40.0,7.5,8.8,1.21,0 days 00:00:10,0 days 00:00:05.019999981,103.0,1011.9,21.1,21.0
2019-08-28 15:50:00,40.250999450683594,-73.16400146484375,50.0,7.2,8.3,1.39,0 days 00:00:09.090000153,0 days 00:00:05.039999962,108.0,1011.7,21.3,21.0
2019-08-28 16:50:00,40.250999450683594,-73.16400146484375,60.0,7.0,8.2,1.31,0 days 00:00:10,0 days 00:00:05,102.0,1010.3,21.6,21.0
2019-08-28 17:50:00,40.250999450683594,-73.16400146484375,82.0,3.9,5.1,1.26,0 days 00:00:10,0 days 00:00:05.159999847,107.0,1009.8,21.9,21.1
2019-08-28 18:50:00,40.250999450683594,-73.16400146484375,112.0,3.2,3.9,1.3,0 days 00:00:09.090000153,0 days 00:00:05.300000191,101.0,1009.1,22.3,21.3
2019-08-28 19:50:00,40.250999450683594,-73.16400146484375,142.0,1.7,2.3,1.2,0 days 00:00:10,0 days 00:00:05.389999866,92.0,1008.9,23.0,21.7
2019-08-28 20:50:00,40.250999450683594,-73.16400146484375,192.0,2.9,3.6,1.13,0 days 00:00:10,0 days 00:00:05.130000114,107.0,1008.8,22.7,21.8
2019-08-28 21:50:00,40.250999450683594,-73.16400146484375,184.0,2.4,2.8,1.12,0 days 00:00:08.329999924,0 days 00:00:05.210000038,117.0,1008.7,21.8,21.6
2019-08-28 22:50:00,40.250999450683594,-73.16400146484375,288.0,5.6,6.6,1.06,0 days 00:00:08.329999924,0 days 00:00:05.130000114,131.0,1008.7,21.0,21.5
2019-08-28 23:50:00,40.250999450683594,-73.16400146484375,313.0,4.0,5.1,1.02,0 days 00:00:09.090000153,0 days 00:00:05.389999866,129.0,1009.1,20.9,21.4
2019-08-29 00:50:00,40.250999450683594,-73.16400146484375,329.0,4.3,5.3,1.08,0 days 00:00:10,0 days 00:00:05.219999790,115.0,1009.1,21.0,21.4
2019-08-29 01:50:00,40.250999450683594,-73.16400146484375,2.0,3.0,3.8,1.08,0 days 00:00:10,0 days 00:00:05.380000114,103.0,1009.2,20.9,21.3
2019-08-29 02:50:00,40.250999450683594,-73.16400146484375,312.0,4.2,5.2,1.18,0 days 00:00:10,0 days 00:00:05.489999771,124.0,1009.7,21.1,21.3
2019-08-29 03:50:00,40.250999450683594,-73.16400146484375,308.0,5.1,6.2,1.21,0 days 00:00:09.090000153,0 days 00:00:06.130000114,136.0,1009.5,21.1,21.2
2019-08-29 04:50:00,40.250999450683594,-73.16400146484375,314.0,4.9,5.7,1.24,0 days 00:00:09.090000153,0 days 00:00:06.019999981,146.0,1009.0,21.3,21.2
2019-08-29 05:50:00,40.250999450683594,-73.16400146484375,310.0,4.0,4.8,1.15,0 days 00:00:09.090000153,0 days 00:00:05.929999828,148.0,1009.3,21.3,21.2
2019-08-29 06:50:00,40.250999450683594,-73.16400146484375,296.0,4.9,5.9,1.17,0 days 00:00:07.139999866,0 days 00:00:05.869999886,156.0,1008.8,21.3,21.3
2019-08-29 07:50:00,40.250999450683594,-73.16400146484375,321.0,4.9,6.4,1.21,0 days 00:00:07.690000057,0 days 00:00:05.800000191,152.0,1008.6,21.3,21.3
2019-08-29 08:50:00,40.250999450683594,-73.16400146484375,331.0,7.7,9.1,1.31,0 days 00:00:09.090000153,0 days 00:00:05.719999790,156.0,1008.7,21.2,21.3
2019-08-29 09:50:00,40.250999450683594,-73.16400146484375,345.0,7.6,9.2,1.36,0 days 00:00:09.090000153,0 days 00:00:05.269999981,145.0,1009.5,21.3,21.3
2019-08-29 10:50:00,40.250999450683594,-73.16400146484375,339.0,6.9,8.5,1.2,0 days 00:00:10,0 days 00:00:05.050000191,155.0,1009.9,20.9,21.3
2019-08-29 11:50:00,40.250999450683594,-73.16400146484375,329.0,7.7,9.3,1.21,0 days 00:00:08.329999924,0 days 00:00:04.869999886,138.0,1009.6,20.8,21.3
2019-08-29 12:50:00,40.250999450683594,-73.16400146484375,329.0,7.3,8.9,1.26,0 days 00:00:09.090000153,0 days 00:00:04.880000114,149.0,1010.4,20.8,21.4
2019-08-29 13:50:00,40.250999450683594,-73.16400146484375,329.0,6.2,7.3,1.08,0 days 00:00:09.090000153,0 days 00:00:04.679999828,140.0,1011.6,21.1,21.4
2019-08-29 14:50:00,40.250999450683594,-73.16400146484375,315.0,7.0,8.2,1.04,0 days 00:00:08.329999924,0 days 00:00:04.800000191,130.0,1011.7,21.4,21.5
2019-08-29 15:50:00,40.250999450683594,-73.16400146484375,309.0,6.2,7.8,1.04,0 days 00:00:09.090000153,0 days 00:00:04.789999962,151.0,1012.1,21.7,21.5
2019-08-29 16:50:00,40.250999450683594,-73.16400146484375,286.0,5.2,6.8,0.98,0 days 00:00:09.090000153,0 days 00:00:04.949999809,156.0,1012.1,21.9,21.6
2019-08-29 17:50:00,40.250999450683594,-73.16400146484375,274.0,4.2,4.9,1.01,0 days 00:00:10,0 days 00:00:05.210000038,155.0,1012.1,22.3,21.7
2019-08-29 18:50:00,40.250999450683594,-73.16400146484375,273.0,4.5,5.4,0.92,0 days 00:00:10,0 days 00:00:05.570000172,169.0,1011.8,22.7,21.8
2019-08-29 19:50:00,40.250999450683594,-73.16400146484375,279.0,3.2,4.1,0.89,0 days 00:00:09.090000153,0 days 00:00:05.750000,168.0,1011.6,23.3,21.9
2019-08-29 20:50:00,40.250999450683594,-73.16400146484375,274.0,6.5,7.8,0.89,0 days 00:00:10,0 days 00:00:05.800000191,160.0,1011.3,23.9,22.0
2019-08-29 21:50:00,40.250999450683594,-73.16400146484375,274.0,5.7,6.5,0.87,0 days 00:00:09.090000153,0 days 00:00:05.019999981,150.0,1011.7,24.2,22.0
2019-08-29 22:50:00,40.250999450683594,-73.16400146484375,281.0,6.0,7.1,0.82,0 days 00:00:08.329999924,0 days 00:00:04.699999809,156.0,1012.3,24.1,21.9
2019-08-29 23:50:00,40.250999450683594,-73.16400146484375,286.0,6.0,6.9,0.88,0 days 00:00:08.329999924,0 days 00:00:05.380000114,148.0,1013.3,23.9,21.8
2019-08-30 00:50:00,40.250999450683594,-73.16400146484375,300.0,4.1,4.8,0.84,0 days 00:00:09.090000153,0 days 00:00:05.469999790,146.0,1014.6,23.1,21.8
2019-08-30 01:50:00,40.250999450683594,-73.16400146484375,299.0,3.5,4.1,0.75,0 days 00:00:09.090000153,0 days 00:00:05.159999847,145.0,1015.2,22.8,21.7
2019-08-30 02:50:00,40.250999450683594,-73.16400146484375,308.0,3.0,3.5,0.77,0 days 00:00:09.090000153,0 days 00:00:05.519999981,139.0,1015.7,22.7,21.7
2019-08-30 03:50:00,40.250999450683594,-73.16400146484375,296.0,2.6,3.1,0.71,0 days 00:00:09.090000153,0 days 00:00:05.130000114,138.0,1015.7,22.5,21.7
2019-08-30 04:50:00,40.250999450683594,-73.16400146484375,278.0,3.4,4.1,0.72,0 days 00:00:09.090000153,0 days 00:00:05.550000191,145.0,1016.0,22.5,21.6
2019-08-30 05:50:00,40.250999450683594,-73.16400146484375,259.0,3.2,3.8,0.7,0 days 00:00:09.090000153,0 days 00:00:05.949999809,137.0,1016.0,22.0,21.6
2019-08-30 06:50:00,40.250999450683594,-73.16400146484375,258.0,3.0,3.4,0.65,0 days 00:00:10,0 days 00:00:06.190000057,144.0,1016.1,21.9,21.6
2019-08-30 07:50:00,40.250999450683594,-73.16400146484375,256.0,3.3,4.1,0.64,0 days 00:00:09.090000153,0 days 00:00:06.289999962,151.0,1016.2,21.8,21.5
2019-08-30 08:50:00,40.250999450683594,-73.16400146484375,246.0,3.3,4.0,0.64,0 days 00:00:08.329999924,0 days 00:00:06.429999828,153.0,1016.3,21.9,21.5
2019-08-30 09:50:00,40.250999450683594,-73.16400146484375,252.0,4.7,5.3,0.7,0 days 00:00:09.090000153,0 days 00:00:06.500000,157.0,1016.6,21.9,21.5
2019-08-30 10:50:00,40.250999450683594,-73.16400146484375,242.0,4.2,5.0,0.61,0 days 00:00:09.090000153,0 days 00:00:05.750000,106.0,1017.1,22.0,21.5
2019-08-30 11:50:00,40.250999450683594,-73.16400146484375,241.0,5.6,6.7,0.59,0 days 00:00:08.329999924,0 days 00:00:05.179999828,125.0,1017.3,22.2,21.5
2019-08-30 12:50:00,40.250999450683594,-73.16400146484375,250.0,5.8,7.0,0.66,0 days 00:00:09.090000153,0 days 00:00:04.530000210,111.0,1017.4,22.2,21.6
2019-08-30 13:50:00,40.250999450683594,-73.16400146484375,237.0,5.3,7.1,0.66,0 days 00:00:08.329999924,0 days 00:00:04.510000229,117.0,1017.5,22.1,21.6
